"Annotation","Author","Complex Expansion","Complex Expansion ID","Confidence-Score-author score","Confidence-Score-intact-miscore","Creation Date","Detection Method","Detection Method ID","Host Organism Taxonomy","Host Organism Taxonomy ID","interaction","Interaction Type","name","Negative","Parameters","Primary Interaction Type","Publication DB","Publication ID","ScoreAverage","selected","shared interaction","shared name","Source Biological Role","Source Biological Role ID","Source Database","Source Experimental Role","Source Experimental Role ID","Source Participant Detection Method","Source Participant Detection Method ID","Target Biological Role","Target Biological Role ID","Target Experimental Role","Target Experimental Role ID","Target Participant Detection Method","Target Participant Detection Method ID","Update Date","Xref","Xref ID"
"","","","",,,"","","","","","EBI-4324121","","P50750 (EBI-4324121) Q03111","false","","","","",,"false","EBI-4324121","P50750 (EBI-4324121) Q03111","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1004735","","P33993 (EBI-1004735) Q14566","false","","","","",,"false","EBI-1004735","P33993 (EBI-1004735) Q14566","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2614664","","P50750 (EBI-2614664) P51825","false","","","","",,"false","EBI-2614664","P50750 (EBI-2614664) P51825","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6256156","","P50750 (EBI-6256156) Q4G0J3","false","","","","",,"false","EBI-6256156","P50750 (EBI-6256156) Q4G0J3","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6380688","","P50750 (EBI-6380688) Q7L2J0","false","","","","",,"false","EBI-6380688","P50750 (EBI-6380688) Q7L2J0","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-735489","","P61289 (EBI-735489) P61289","false","","","","",,"false","EBI-735489","P61289 (EBI-735489) P61289","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-757516","","P61289 (EBI-757516) P61289","false","","","","",,"false","EBI-757516","P61289 (EBI-757516) P61289","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6597882","","O15379 (EBI-6597882) Q9BZK7","false","","","","",,"false","EBI-6597882","O15379 (EBI-6597882) Q9BZK7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-3505104","","O15379 (EBI-3505104) Q13227","false","","","","",,"false","EBI-3505104","O15379 (EBI-3505104) Q13227","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-3505104","","O15379 (EBI-3505104) Q9BZK7","false","","","","",,"false","EBI-3505104","O15379 (EBI-3505104) Q9BZK7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6597882","","O15379 (EBI-6597882) O75376","false","","","","",,"false","EBI-6597882","O15379 (EBI-6597882) O75376","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6894415","","P33993 (EBI-6894415) P33991","false","","","","",,"false","EBI-6894415","P33993 (EBI-6894415) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6894407","","P33993 (EBI-6894407) P33991","false","","","","",,"false","EBI-6894407","P33993 (EBI-6894407) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6868809","","P33993 (EBI-6868809) P33991","false","","","","",,"false","EBI-6868809","P33993 (EBI-6868809) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6870086","","P33993 (EBI-6870086) P33991","false","","","","",,"false","EBI-6870086","P33993 (EBI-6870086) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6875195","","P33993 (EBI-6875195) P33993","false","","","","",,"false","EBI-6875195","P33993 (EBI-6875195) P33993","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6875195","","P33993 (EBI-6875195) P33991","false","","","","",,"false","EBI-6875195","P33993 (EBI-6875195) P33991","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2626054","","Q16637 (EBI-2626054) P57678","false","","","","",,"false","EBI-2626054","Q16637 (EBI-2626054) P57678","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6598898","","Q16637 (EBI-6598898) P57678","false","","","","",,"false","EBI-6598898","Q16637 (EBI-6598898) P57678","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4326045","","Q16637 (EBI-4326045) O14893","false","","","","",,"false","EBI-4326045","Q16637 (EBI-4326045) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4325673","","Q16637 (EBI-4325673) O14893","false","","","","",,"false","EBI-4325673","Q16637 (EBI-4325673) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4326031","","Q16637 (EBI-4326031) O14893","false","","","","",,"false","EBI-4326031","Q16637 (EBI-4326031) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4325667","","Q16637 (EBI-4325667) O14893","false","","","","",,"false","EBI-4325667","Q16637 (EBI-4325667) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4325694","","Q16637 (EBI-4325694) O14893","false","","","","",,"false","EBI-4325694","Q16637 (EBI-4325694) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-760456","","Q16637 (EBI-760456) Q16637","false","","","","",,"false","EBI-760456","Q16637 (EBI-760456) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2626054","","Q16637 (EBI-2626054) Q16637","false","","","","",,"false","EBI-2626054","Q16637 (EBI-2626054) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2108237","","P05067 (EBI-2108237) O75955","false","","","","",,"false","EBI-2108237","P05067 (EBI-2108237) O75955","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2108253","","P05067 (EBI-2108253) O75955","false","","","","",,"false","EBI-2108253","P05067 (EBI-2108253) O75955","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2431988","","P05067 (EBI-2431988) P30101","false","","","","",,"false","EBI-2431988","P05067 (EBI-2431988) P30101","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2432907","","P05067 (EBI-2432907) P30101","false","","","","",,"false","EBI-2432907","P05067 (EBI-2432907) P30101","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-960318","","P05067 (EBI-960318) P63104","false","","","","",,"false","EBI-960318","P05067 (EBI-960318) P63104","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-977478","","P05067 (EBI-977478) P05067","false","","","","",,"false","EBI-977478","P05067 (EBI-977478) P05067","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-3942157","","Q07065 (EBI-3942157) Q07065","false","","","","",,"false","EBI-3942157","Q07065 (EBI-3942157) Q07065","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610876","","Q03111 (EBI-2610876) P50750","false","","","","",,"false","EBI-2610876","Q03111 (EBI-2610876) P50750","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2620224","","Q03111 (EBI-2620224) Q9UHB7","false","","","","",,"false","EBI-2620224","Q03111 (EBI-2620224) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1228391","","Q8N163 (EBI-1228391) P33993","false","","","","",,"false","EBI-1228391","Q8N163 (EBI-1228391) P33993","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2619620","","Q03111 (EBI-2619620) Q9UHB7","false","","","","",,"false","EBI-2619620","Q03111 (EBI-2619620) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2619634","","Q03111 (EBI-2619634) Q9UHB7","false","","","","",,"false","EBI-2619634","Q03111 (EBI-2619634) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2610876","","Q03111 (EBI-2610876) Q9UHB7","false","","","","",,"false","EBI-2610876","Q03111 (EBI-2610876) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2619177","","Q03111 (EBI-2619177) Q9UHB7","false","","","","",,"false","EBI-2619177","Q03111 (EBI-2619177) Q9UHB7","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q99627","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q99627","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-8822265","","Q96R06 (EBI-8822265) Q13283","false","","","","",,"false","EBI-8822265","Q96R06 (EBI-8822265) Q13283","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q13619","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13619","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) P61201","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) P61201","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q13098","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q13098","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2659578","","Q92905 (EBI-2659578) Q13098","false","","","","",,"false","EBI-2659578","Q92905 (EBI-2659578) Q13098","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2659578","","Q92905 (EBI-2659578) Q9BT78","false","","","","",,"false","EBI-2659578","Q92905 (EBI-2659578) Q9BT78","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q9Y4B6","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q9Y4B6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q9UNS2","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q9UNS2","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510150","","Q92905 (EBI-2510150) Q7L5N1","false","","","","",,"false","EBI-2510150","Q92905 (EBI-2510150) Q7L5N1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2659663","","Q92905 (EBI-2659663) Q13617","false","","","","",,"false","EBI-2659663","Q92905 (EBI-2659663) Q13617","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2659663","","Q92905 (EBI-2659663) Q13616","false","","","","",,"false","EBI-2659663","Q92905 (EBI-2659663) Q13616","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2659578","","Q92905 (EBI-2659578) Q7L5N1","false","","","","",,"false","EBI-2659578","Q92905 (EBI-2659578) Q7L5N1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6146311","","Q16537 (EBI-6146311) Q16537","false","","","","",,"false","EBI-6146311","Q16537 (EBI-6146311) Q16537","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2108196","","O75955 (EBI-2108196) P05067","false","","","","",,"false","EBI-2108196","O75955 (EBI-2108196) P05067","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2108226","","O75955 (EBI-2108226) P05067","false","","","","",,"false","EBI-2108226","O75955 (EBI-2108226) P05067","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2510262","","Q7L5N1 (EBI-2510262) Q13098","false","","","","",,"false","EBI-2510262","Q7L5N1 (EBI-2510262) Q13098","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6171008","","O94901 (EBI-6171008) O94901","false","","","","",,"false","EBI-6171008","O94901 (EBI-6171008) O94901","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2465346","","O75376 (EBI-2465346) O15379","false","","","","",,"false","EBI-2465346","O75376 (EBI-2465346) O15379","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-6598898","","Q16637 (EBI-6598898) Q9UHI6","false","","","","",,"false","EBI-6598898","Q16637 (EBI-6598898) Q9UHI6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2626054","","Q16637 (EBI-2626054) O14893","false","","","","",,"false","EBI-2626054","Q16637 (EBI-2626054) O14893","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2626054","","Q16637 (EBI-2626054) Q9UHI6","false","","","","",,"false","EBI-2626054","Q16637 (EBI-2626054) Q9UHI6","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2693628","","Q12904 (EBI-2693628) P54136","false","","","","",,"false","EBI-2693628","Q12904 (EBI-2693628) P54136","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2693628","","Q12904 (EBI-2693628) Q15046","false","","","","",,"false","EBI-2693628","Q12904 (EBI-2693628) Q15046","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2693647","","P54136 (EBI-2693647) Q9P2J5","false","","","","",,"false","EBI-2693647","P54136 (EBI-2693647) Q9P2J5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2693639","","P54136 (EBI-2693639) Q9P2J5","false","","","","",,"false","EBI-2693639","P54136 (EBI-2693639) Q9P2J5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2323130","","P63208 (EBI-2323130) Q9UKB1","false","","","","",,"false","EBI-2323130","P63208 (EBI-2323130) Q9UKB1","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-756523","","O60232 (EBI-756523) O60232","false","","","","",,"false","EBI-756523","O60232 (EBI-756523) O60232","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-3203924","","Q9Y3P9 (EBI-3203924) Q9Y3P9","false","","","","",,"false","EBI-3203924","Q9Y3P9 (EBI-3203924) Q9Y3P9","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-755914","","Q8NFF5 (EBI-755914) Q8NFF5","false","","","","",,"false","EBI-755914","Q8NFF5 (EBI-755914) Q8NFF5","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-1165514","","P68431 (EBI-1165514) Q13112","false","","","","",,"false","EBI-1165514","P68431 (EBI-1165514) Q13112","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-301276","","Q15370 (EBI-301276) Q15369","false","","","","",,"false","EBI-301276","Q15370 (EBI-301276) Q15369","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2349080","","P68431 (EBI-2349080) Q13112","false","","","","",,"false","EBI-2349080","P68431 (EBI-2349080) Q13112","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-398510","","Q15370 (EBI-398510) Q15369","false","","","","",,"false","EBI-398510","Q15370 (EBI-398510) Q15369","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-8837421","","Q15370 (EBI-8837421) Q15369","false","","","","",,"false","EBI-8837421","Q15370 (EBI-8837421) Q15369","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-760396","","Q15370 (EBI-760396) Q15369","false","","","","",,"false","EBI-760396","Q15370 (EBI-760396) Q15369","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-8837569","","Q15370 (EBI-8837569) Q15369","false","","","","",,"false","EBI-8837569","Q15370 (EBI-8837569) Q15369","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2108012","","O14893 (EBI-2108012) Q16637","false","","","","",,"false","EBI-2108012","O14893 (EBI-2108012) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4325746","","O14893 (EBI-4325746) Q16637","false","","","","",,"false","EBI-4325746","O14893 (EBI-4325746) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-4325704","","O14893 (EBI-4325704) Q16637","false","","","","",,"false","EBI-4325704","O14893 (EBI-4325704) Q16637","","","","","","","","","","","","","","","",""
"","","","",,,"","","","","","EBI-2527634","","P26038 (EBI-2527634) O14745","false","","","","",,"false","EBI-2527634","P26038 (EBI-2527634) O14745","","","","","","","","","","","","","","","",""
